title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Rocktober Blood,1984,93,Horror,4.6,Beverly Sebastian,Ferd Sebastian,Mark Durbin,Ben Sebastian,Tony Rista,Nigel Benjamin,"\"The film opens in a recording studio, where singer Billy \"\"Eye\"\" Harper (Tray Loren) is in a session working on a few tracks with his band and his girlfriend Lynn Starling (Donna Scoggins)",also a back up singer. After he finishes the recording,Billy and the rest of the band leave. Despite trying to record her own vocal tracks,Lynn is left to go to the jacuzzi upstairs
Dead Girls,1990,106,Horror,4.4,Dennis Devine,Steve Jarvis,Jeff Herbick,David Williams,David Chatfield,Steven Kyle,=== Road to Nowhere ===,"","",""
Dungeons & Dragons,2000,107,Action,3.6,Courtney Solomon,Topper Lilien,Tomas Havrlik,Robert Miano,Lee Arenberg,Jeremy Irons,"The Empire of Izmir has long been a divided land, ruled by the Mages, an elite group of magic users. An evil mage named Profion (Jeremy Irons) attempts to create a sceptre that allows him to control Gold Dragons. His attempt to control a captive golden dragon fails, and he is forced to kill it. The dragon bleeds into the river, causing it to catch fire, which many inhabitants notice, including a pair of thieves, Ridley (Justin Whalin) and Snails (Marlon Wayans).","","",""
Swindle,2002,93,Action,5.4,K.C. Bascombe,K.C. Bascombe,Conrad Pla,Alain Goulem,Kenneth McGregor,Alan Fawcett,"\"A 6th grader named Griffin Bing decides to gather their entire grade in a sleepover protest in an old house about to be demolished after their plan for using a new space in their town was thrown out because of their youth. However, only Griffin and his best friend Ben Slovak show up. Griffin discovers a Babe Ruth baseball card that, unbeknownst to him, is worth huge amounts of money. Excited that the card could help his family, which is struggling financially, Griffin takes it to the local collectibles dealer, S. Wendell Palomino. S. Wendell tells the boys that the card is an old counterfeit of a valuable one, worth only one hundred dollars. A dejected Griffin later chances upon Palomino on television, stating that the card he stole was worth at least a million dollars. Enraged, Griffin and Ben try to steal it back from Swindle's shop, only to find that it has gone, and they have to break into Swindle's house. Now, in order to get the card back, Griffin must gather a team of local students with unique skills to break into Palomino's heavily guarded home to retrieve the card before the big auction where Swindle plans to sell the card. The team consists of seven people (including Ben and Griffin): Savannah the Dog whisperer, to get past Swindle's massive, violent Guard Dog Luthor; Logan the actor, to distract Swindle's eagle-eyed neighbor who spends his days watching the entire street's goings-on; Antonia \"\"Pitch\"\" Benson the \"\"born to climb\"\" girl",to scale the skylight in Swindle's house; Darren Vader who the others had no choice but to add to the team,for he threatened to rat them out (But Darren proved to be useful pulling people up the skylight); Melissa the unsociable computer genius,who was used to break into Swindle's UltraTech alarm system. The tension is piled with an unexpected visit from the auctioneer
The Replacements,2000,118,Comedy,6.6,Howard Deutch,Vince McKewin,Gene Hackman,Orlando Jones,Jon Favreau,Ace Yonamine,"A fictional pro football league finds themselves hit with a players' strike with the season still needing to be finished. Washington Sentinels owner Edward O'Neil calls a former coach of his, Jimmy McGinty, telling McGinty that he and the rest of the teams are going to finish the final four games of the season with replacement players. O'Neil asks McGinty to coach the Sentinels the rest of the season, along with the pressure of winning three of the last four games to make the playoffs. McGinty accepts, on the condition that he will also be given the freedom to sign the players he wants with O'Neil not allowed to interfere.","","",""
Get Over It,2001,87,Comedy,5.7,Tommy O'Haver,R. Lee Fleming Jr.,Ed Begley Jr.,Ben Foster,Shane West,Colin Hanks,"\"Berke Landers (Ben Foster) and his girlfriend Allison (Melissa Sagemiller) were the quintessential high-school couple who grew up together and eventually fell in love, but she breaks up with him immediately after the film begins. This leads to an opening musical number of \"\"Love Will Keep Us Together\"\" by Captain & Tennille",imagined by Berke. He seeks advice from his embarrassing parents Frank (Ed Begley Jr.) and Beverly Landers (Swoosie Kurtz),who are hosts of a relationship advice show called Love Matters,but they don't help with the situation and constantly focus on his sex life and sexuality throughout the film. Allison then starts a relationship with Striker (Shane West)
The Bank Job,2008,111,Drama,7.2,Roger Donaldson,Dick Clement,James Faulkner,Michael Jibson,Richard Lintern,Daniel Mays,"\"Petty-criminal-gone-straight Terry Leather (Jason Statham) owns a failing car-sales garage and feels harassed by two debt-collectors. His friend, the photographer Kevin Swain's (Stephen Campbell Moore) ex-girlfriend, a former model named Martine Love (Saffron Burrows) offers Terry a chance to earn enough money to never worry about debt again: a bank robbery in Baker Street, London. Leather gathers his petty-criminal friends, including Swain, a pornographic actor Dave Shilling (Daniel Mays), a Cypriot mechanic named Bambos (Alki David), and an elegant con-man \"\"Major\"\" Guy Singer (James Faulkner). While scouting out the bank",Leather and Love enter and inspect the vault while Shilling poses for photographs by Swain. The gangster Lew Vogel (David Suchet),who keeps records of his pay-offs to police at Lloyds bank,happens upon Shilling and Swain.They lease a shop named Le Sac two lots away from the bank and dig a tunnel under The Chicken Inn fast-food restaurant to reach the underground bank vault. Terry employs Eddie Burton (Michael Jibson)
A Room for Romeo Brass,1999,90,Comedy,7.5,Shane Meadows,Robyn Slovo,Shane Meadows,James Higgins,Nicholas Harvey,Martin Arrowsmith,"12-year-old boys Romeo Brass and Gavin Woolley have been best friends and neighbors for the majority of their lives. Gavin suffers from injuries to his back to subject him to bullying from other local boys to which Romeo quickly steps to defend him. On one particular day two boys confront Gavin and once again Romeo steps in and things turn violent, and since Gavin's injury prevents him from fighting he can't assist his friend. During the fight Gavin spots Morell and calls for him to help and Morell chases the two boys off and then drives Romeo and Gavin home. Upon meeting Morell Romeo's family quickly deduce his behavior as peculiar. Morell quickly develops an immediate attraction to Romeo's sister Ladine and seeks Romeo's advice to go out with her, Gavin takes the opportunity to play a trick on Morell that would result in him humiliating himself. Morell returns to the shop where Ladine works to apologise and ask her out again to which she accepts out of pity.","","",""
The Way of the Gun,2000,119,Action,6.6,Christopher McQuarrie,Christopher McQuarrie,Taye Diggs,Benicio Del Toro,James Caan,Ryan Phillippe,"\"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial \"\"big score.\"\" While at a sperm donation clinic",the pair overhear a telephone conversation detailing a $1,000,000 payment to a surrogate mother for bearing the child of money launderer Hale Chidduck. Parker and Longbaugh resolve to kidnap the surrogate
Lucky Numbers,2000,105,Comedy,5.1,Nora Ephron,Adam Resnick,John Travolta,Tim Roth,Ed O'Neill,Daryl Mitchell,"In 1988 Russ Richards (John Travolta), the weatherman for a Harrisburg, Pennsylvania television station, is revered as a local celebrity by his viewers, and fame affords him such perks as a reserved parking spot and his own booth at Denny's, where an omelet bears his name. His eternally optimistic demeanor conceals the fact his snowmobile dealership is on the verge of bankruptcy due to an unusually warm winter.","","",""
Chachi 420,1997,155,Comedy,7.4,Kamal Haasan,Gulzar,Kamal Haasan,Kamal Haasan,Amrish Puri,Om Puri,"Jaiprakash Paswan a.k.a. Jai (Kamal Haasan) and Janki Paswan (Tabu) are fighting a divorce case. Janki is the only daughter of Durgaprasad Bhardwaj (Amrish Puri), a staunch Brahmin businessman. Jaiprakash, a Dusadh, is an assistant dance director in films. The duo fall in love and married against the will of Durgaprasad. However, Janki buckles under the pressure of a middle-class life. Other differences crop up between the couple and Janki walks out. The court grants the divorce. Jai is allowed to meet his beloved daughter Bharti (Baby Sana) once a week. But when he sneaks into the Bhardwaj house to steal Bharti, he loses visitation rights.","","",""
The Matrix Reloaded,2003,138,Action,7.2,Lana Wachowski,Lilly Wachowski,Helmut Bakaitis,Laurence Fishburne,Keanu Reeves,Andy Arness,"\"Green code-rain starts pouring down the screen, first forming the words \"\"The Matrix\"\"","then \"\"Reloaded\"\". The image zooms further in",there's coding everywhere,making out a jungle of shapes. We seem to be inside some kind of machinery
The Sleeping Dictionary,2003,109,Drama,6.5,Guy Jenkin,Guy Jenkin,Bob Hoskins,Christopher Ling,Junix Inocian,Michael Jessing Langgi,"\"A young and naive Englishman, John Truscott (Hugh Dancy), goes to the British colony of Sarawak, Borneo, to try to apply his father's work to the Iban society. There he meets his boss Henry Bullard (Bob Hoskins) and his wife Aggie Bullard (Brenda Blethyn). John tries to civilize them, building schools and providing education for the Iban people. He is met with unfamiliar local customs. Selima (Jessica Alba) becomes his \"\"sleeping dictionary\"\"",who sleeps with him and teaches him the language and the habits of the locals.,"",""
Fat Girl,2001,86,Drama,6.4,Catherine Breillat,Catherine Breillat,Libero De Rienzo,Albert Goldberg,Romain Goupil,Romain Goupil,"\"Anaïs (Anaïs Reboux) and her older sister, Elena (Roxane Mesquida) are vacationing with their parents on the French seaside. Bored of staying in their vacation home, the two walk into town while discussing relationships and their virginity. Although the highly attractive Elena has been promiscuous, she is saving herself for someone who loves her, while heavy-set, overweight Anaïs thinks it is better to lose one's virginity to a \"\"nobody\"\" just to get it over with.","","",""
All Over the Guy,2001,95,Comedy,6.4,Julie Davis,Dan Bucatinsky,Michael Harris,Adam Goldberg,Richard Ruccolo,Blaise Garza,"All Over the Guy is about Eli (Dan Bucatinsky) and Tom (Richard Ruccolo). The film is told mostly in flashback, with Eli recounting his side to Esther (Doris Roberts), an HIV clinic worker as he waits for test results and Tom to a guy he meets at an Alcoholics Anonymous meeting. Tom is the son of emotionally distant alcoholic WASP parents who never quite accepted his sexual orientation and as a result is a heavy drinker himself and has a penchant for random hookups with different men. Eli's parents are both Jewish psychiatrists who raised him to be emotionally open but ended up making him neurotic.","","",""
Refugee,2000,207,Drama,5.2,J.P. Dutta,J.P. Dutta,Avtar Gill,Jackie Shroff,Vrajesh Hirjee,Suniel Shetty,"Bihar-based Manzur Ahmad and his family was migrated to East Pakistan after the partitioning of India in 1947. However, after the formation of the state of Bangladesh in 1971, he and several other people were forced to relocate to the western part of Pakistan. To do this by land, they will have to cross India. The route from Dhaka leads to Guwahati in India then to Delhi then to Ajmer then to Bhuj, and then on to Haji Peer in Pakistan.","","",""
Buffalo Soldiers,2001,98,Comedy,6.7,Gregor Jordan,Robert O'Connor,Gabriel Mann,Michael Peña,Scott Glenn,Brian Delate,"Specialist Ray Elwood (Joaquin Phoenix) is a U.S. Army soldier stationed in Stuttgart, West Germany, in 1989. Bored with the lack of a war, he instead devotes his attention to black market deals, as well as cooking heroin for a gang of drug-dealing Military Police led by Sergeant Saad. As a supply specialist, Elwood poses as a model soldier and friendly confidant to his incompetent commanding officer, Colonel Berman (Ed Harris), who gives Elwood the opportunity to turn Army protocol to his advantage. Berman has no idea what supplies his subordinate is requisitioning or that Elwood is sleeping with his wife (Elizabeth McGovern).","","",""
Ghost Rider,2007,110,Action,5.3,Mark Steven Johnson,Mark Steven Johnson,Hugh Sexton,Peter Fonda,Nicolas Cage,Nicolas Cage,"\"The movie opens with the voice of the Caretaker (Sam Elliot) relating the legend of the Ghost Rider - a damned soul condemned to walk the earth and obey the Devil's orders. A Ghost Rider had been sent to collect a parchment known as the Contract of San Venganza, which holds the power of 1000 evil souls. The Ghost Rider knew that this Contract was pure evil, so he betrayed his heritage and outran the Devil himself.The action changes to a carnival, where the father-son stunt duo of Barton Blaze (Brett Cullen) and his son Johnny (Matt Long) are performing on ramps for the crowd. After the show, Barton chastises Johnny for showing off and being extra reckless in an attempt to impress his girlfriend Roxanne Simpson (Raquel Alessi).Later that day, Roxanne and Johnny meet under a tree, and Roxanne tells Johnny that her father is sending her away. Johnny decides to pack up and they will run away together. They share a kiss before departing.Johnny goes back to his house to find his father asleep, holding a piece of paper. It is a report from a doctor, and the news is not good- he's been diagnosed with terminal cancer. Crushed, Johnny goes out to work on his motorcycle, when he is approached by Mephistopheles (Peter Fonda) who asks if Johnny will perhaps one day ride for him. Mephistopheles mentions Barton's illness, and offers to help. Johnny asks what he could give in return, and Mephistopheles says \"\"Your soul.\"\" Johnny",thinking the man crazy or sarcastic,"responds \"\"OK.\"\" Mephistopheles offers Johnny a contract",and Johnny cuts himself when opening it. Mephistopheles accepts this blood drop as an appropriate signature.Johnny wakes up in bed with Barton energetic and cheerful. Barton confesses to Johnny that he had been sick
Serving Sara,2002,99,Comedy,5.3,Reginald Hudlin,Jay Scherick,Jerry Stiller,Bruce Campbell,Cedric The Entertainer,Derek Southers,"Joe Tyler (Matthew Perry), a process server, is a week late serving a Mafia kingpin known as Fat Charlie (Joe Viterelli) with a summons to appear as a witness in court. Joe's abrasive boss Ray (Cedric the Entertainer) ridicules him while complimenting Joe's rival, Tony (Vincent Pastore), for serving multiple summonses in record time. Willing to give Joe one last shot, Ray gives him an assignment to serve British socialite Sara Moore (Elizabeth Hurley) with divorce papers from her husband, Gordon (Bruce Campbell), who is at his ranch in Texas with his mistress, Kate (Amy Adams), while Sara is vacationing in upstate New York.","","",""
The Spanish Apartment,2002,122,Comedy,7.3,Cédric Klapisch,Cédric Klapisch,Barnaby Metschurat,Christian Pagh,Kevin Bishop,Federico D'Anna,"Xavier (Romain Duris), a 24-year-old French student, leaves his country for the ERASMUS programme in Barcelona as part of his professional pursuits, despite it being against the wishes of his girlfriend Martine (Audrey Tautou). On the flight there, he meets a young French couple, a doctor and his wife (Anne-Sophie), who let him stay in their home while he searches for an apartment. Xavier manages to find an apartment with other students from England, Belgium, Spain, Italy, Germany, and Denmark, creating an ambiance of chaos and culture shock. The roommates begin to develop a unique companionship as they struggle together through their cultural and linguistic challenges in their program. Martine pays Xavier a visit and returns disappointed when she realizes things are not the same. Meanwhile, Xavier develops a romantic affair with the French doctor's wife, seducing her using tips he has been learning from his Belgian lesbian roommate, Isabelle (Cécile de France). The English roommate Wendy's brother William visits for some time and turns out to be quite abrasive with his culturally insensitive comments, creating tension among the roommates. Martine eventually breaks up with Xavier, bringing him to depression and hallucinations. When Xavier seeks the French doctor's advice, the doctor reveals that Anne-Sophie confessed everything to him, and tells Xavier to stop seeing her. As discord among the roommates escalates, their friendship is repaired as they team up to help Wendy elude a sticky situation (her boyfriend Alister makes a surprise visit while she was hooking up with an American). After leaving Barcelona and bidding farewell to his many close friends, Xavier returns to Paris and gets the job at the Ministry, but realizes he misses his experiences that now have made him a different person. He subsequently runs away on his first day on the job and pursues his dream to become a writer, recounting the story of his experiences in the Auberge Espagnole.",comedy,train,wikipedia
Black Point,2002,100,Action,5.2,David Mackay,Thomas Ian Griffith,Alex Bruhanski,David Caruso,Travis MacDonald,Thomas Ian Griffith,"Federal agents stake out Ketchikan Harbor, Alaska in an operation involving laundered money. Guns start blazing and some crooks are killed and some escape. A bomb goes off when the Feds are looking over a yacht.","","",""
Pokemon 4Ever: Celebi - Voice of the Forest,2001,75,Action,5.8,Kunihiko Yuyama,Hideki Sonoda,Tomokazu Seki,Unshô Ishizuka,Unshô Ishizuka,Yûji Ueda,"\"The film focuses on Celebi, who travels to the future with a boy named Sam while being chased by a hunter. Meanwhile, Ash, Misty, Brock, and Pikachu are on their way to the next gym in their Johto journey and get a lift from a man named Maki, who takes them to his hometown of Arborville. They see a Suicune (who was actually the first Pokémon Ash saw in Johto). When they plan to enter a forest that is claimed to have many unusual and rare Pokémon, they are warned by an elderly lady about the \"\"Voice of the Forest\"\"",which may carry a person off to a different period in time unless those hearing it stand still.,"",""
Spy Kids 2: Island of Lost Dreams,2002,100,Action,5.3,Robert Rodriguez,Robert Rodriguez,Mike Judge,Daryl Sabara,Antonio Banderas,Steve Buscemi,"The OSS now has a full child spy section, of which 13-year-old Carmen Cortez and 10-year-old Juni Cortez have become agents. They face particularly difficult competition with Gary and Gerti Giggles, the children of double-dealing agent Donnagon Giggles, whom Carmen and Juni helped to rescue in the previous film. It is shown that Carmen defends Gary, and has a crush on him, which strains her relationship with Juni.","","",""
Balzac and the Little Chinese Seamstress,2002,110,Drama,7.2,Sijie Dai,Sijie Dai,Zhijun Cong,Hongwei Wang,Ye Liu,Kun Chen,"\"The film is set in a period between 1971 and 1974, during the later stage of the Chinese Cultural Revolution. Two city boys in their late teenage years, Luo Min (played by Chen Kun) and Ma Jianling (Liu Ye), are on their way to a remote village in the mountainous Sichuan province for re-education. Upon arrival, the boys are questioned on their \"\"reactionary backgrounds\"\" by the Chief (Chen Tianlu)",the village leader,in the presence of the other villagers. Luo's father turns out to be a dentist who had once fitted a false tooth for Chiang Kai-shek,while Ma's father is a doctor. The Chief also examines the boys' luggage and burns a cookbook
Rush Hour 3,2007,91,Action,6.2,Brett Ratner,Jeff Nathanson,Chris Tucker,Hiroyuki Sanada,Yvan Attal,Tzi Ma,"\"Three years after the end of Rush Hour 2, James Carter is no longer a detective, but a traffic cop on the streets of Los Angeles. Lee is now the bodyguard for his friend Ambassador Han, the former Consul from the first film. Lee is still upset with Carter about an incident in New York City when Carter accidentally but not fatally shot Lee's ex-girlfriend in the neck, Secret Service agent Isabella Molina.During the World Criminal Court discussions, as the Ambassador addresses the importance to fight the Triad, he announces that he may know the whereabouts of Shy Shen. Suddenly, Han takes a bullet in the shoulder, disrupting the conference. Lee pursues the assassin and corners him, discovering that the assassin is his \"\"brother\"\" Kenji. When Lee hesitates to shoot Kenji",Carter shows up driving towards the two and accidentally nearly runs Lee over,allowing Kenji to escape.In the hospital,Lee learns that Han will make a full recovery. Han's daughter
I Capture the Castle,2003,113,Drama,6.8,Tim Fywell,Dodie Smith,Joe Sowerbutts,Bill Nighy,Henry Cavill,Harrison Ward,"Cassandra Mortmain lives with her family in a tumbledown castle near the coast in England. Their father, James Mortmain, is a selfish, eccentric novelist. Their stepmother, Topaz, a nudist and artist, Rose, the oldest sister,","","",""
Charlie's Angels: Full Throttle,2003,106,Action,4.9,McG,Ivan Goff,Bernie Mac,Rodrigo Santoro,Justin Theroux,Shia LaBeouf,"After rescuing U.S. Marshal Ray Carter (Robert Patrick) in Mongolia, the Angels: Natalie Cook (Cameron Diaz), Dylan Sanders (Drew Barrymore), and Alex Munday (Lucy Liu), together with John Bosley's adoptive brother Jimmy Bosley (Bernie Mac), are sent to recover H.A.L.O. (Hidden Alias List Operation) titanium rings stolen from the United States Department of Justice which can display the people listed in the witness protection program. DOJ official William Rose Bailey (Bruce Willis) and a protected witness, Alan Caulfield (Eric Bogosian) are among those killed. At Caulfield's house in San Bernardino, the Angels track his assassin Randy Emmers (Rodrigo Santoro) to a beach where they meet with former Angel Madison Lee (Demi Moore). During the Coal Bowl motorcycle race, Emmers targets another witness named Max Petroni (Shia LaBeouf), but is killed by the Thin Man (Crispin Glover). Inside Emmers' pocket, the Angels discover the photos of Caulfield, Max, and, surprisingly, Dylan, under her birth name, Helen Zaas.","","",""
George and the Dragon,2004,93,Action,5.6,Tom Reeve,Tom Reeve,Bill Treacher,Rollo Weeks,Jean-Pierre Castaldi,Paul Freeman,"Note: Significant plot details follow.George (James Purefoy) returns from the Crusades to his father Sir Robert's (Paul Freeman) hall. George has tired of battle and has resolved to find a small plot of land to build a cottage and rear cattle. His father, formerly a great knight, is not best pleased that his son will not seek further glory. However he tells him of a friend to the north King Edgaar (Simon Callow) who may grant him some land especially if George shows him the Dragon Horn that Sir Robert has crafted from the toe-nail of a dragon, a dragon he once almost slew and that took both his legs, a horn that sounds a note only a dragon can hear and that the king will know can come only from his friend Sir Robert. Though he does not believe his fathers tale he accepts the horn and parts for the north.Several scences follow until George is presented to King Edgaar by his new friend Garth (Patrick Swayze). There is an exchange between Garth and King Edgaar in which we discover that with no good evidence Garth is convinced of the Picts guilt in the dissaperance of Princess Lunna and he has and will continue to persue them mercilessly in his desire to recover his bethrothed the Princess Lunna (Piper Perabo). As George is the son of a great knight and is himself a warrior he is entreated by King Edgar to assist in the search for his daughter. George agrees and George, Garth and a detachment of troops head out in search of the Princess Lunna.Sometime later George, Garth and troops arrive at a forward camp. It is from here that Garth has been conducting his search. Garth tells George that he has found no evidence of the Picts movements. However this encourages Garth. He is convinced that a lack of evidence means that the Picts must be guilty. Garth resolves to build boats in order to make a surprise attack upon the Picts. However as George, Garth and Men chop and work wood to make boats the Picts themselves launch a surprise attack upon the camp. Though the attack is repelled an excited monk pursues a group of three retreating Picts into the forest. George parts with Garth in order to assist the monk who he narrowly saves with the assistance of a lad from his fathers hall who has secretly been following them.George, the monk and the lad are subsequently unable to return to Garth being cut of as they try by the patrolling men of the mercenary El Cabillo, for he too is in search of the princess. Forced further into the woods they seek shelter in a cave. A cave that contains an egg the size of a cow.A creature squirms within the egg and George draws his sword to kill it before it can hatch. As he readys his thrust he himself is struck down with a blow to the back of his head. He is only dazed and he opens his eyes to see a small woman. The monk rushes up identifing the woman. It is the Princess Lunna herself.The Princess Lunna has named the egg and was aquainted with the mother dragon but tells the band that the mother dragon had gone down to the lake one day and had never returned. George insists that they kill the egg. Princess Lunna is determined to protect what may be the last dragon and to take the egg to a safe place to hatch. Reluctantly obeying her royal command George and his small band load Princess Lunna and the egg on a cart, though George laments he does not know where a safe place might be.They travel to a convent, where a cousin of Lunna's is a nun (Caroline Carver). Here they meet a friar an old friend of George's. The friar convinces the mother superior to allow the band of travellers and the egg to stay. She agrees but it must be for only one night and the precence of the egg must be kept secret. George must also tidy up as he is not suitably dressed for a knight. It is now that George is given his distinctive white tunic with the red cross pattée.At evening meal they encounter Garth for he too has sort refuge for the night. Though pleased to see the Princess Luna she is less than pleased to see Garth. Garth belives this must be because Princess Lunna has fallen for George, which George denies. The Princess Lunna tells Garth that she will never marry him, that she will marry only for love.Overnight Garth develops a rage, and a plan, he sends for his men to meet him at an abandoned castle and aducts the Princess Lunna and the Friar in order that he might marry the Princess. He will then return to King Edgaar and take the throne.George and his band chase after Garth. Several scences follow and it is revealed that the Mercenary El Cabillo is a title given to whoever bests the previous El Cabillo in single combat and the present El Cabillo is yet another friend of George's. However El Cabillo's men will not pass up such a rich bounty as the Princess Luna and the movie degenerates into a general melle involving Garth's Men, El Cabillo's mutinous men, and of course Garth, George and his band and also the Princess Lunna. At somepoint during this the baby dragon hatches, the monk is killed saving the Princess from a flying spear and King Edgars men and Sir Robert's men arrive to join the fray. This conflagration is interupted as the wall of the castle keep explodes across the screen.The mother dragon has returned.The combatants all flee. George is last to the door of the keep but debris prevents his escape. In the castle courtyard the former combatants all listen in silence as the dragon makes much noise within the keep. The Princess Lunna fears the worse for George.Within the keep the mother dragon seems preoccupied with her child and George is largely frozen lest he attract the mother dragon's attention. George notices a lance protrudes from the mother dragons side. This is the lance of his father still lodged in the beast. George slowly approaches the lance and takes hold. He asks God's forgiveness for what he must do.The scence shifts to the castle courtyard an almighty roar is heard. George emerges from the keep with a bloddied lance. Believing that George has slain the dragon the men are overjoyed. The Princess Lunna however is not and, sobbing, she flees on horseback. George pursues with King Edgaars horse and his blessing to marry his daughter. There is a chase along the shore of a large body of water but George is not alone in the chase. Garth has also persued. Garth knocks George from his steed and they fight. Garth has the advantage and as he raises his sword for the killing blow the mother dragon leaps from the water and swallows Garth whole.The Princess Lunna realizes that George did not actually kill the dragons. They kiss and presumably live happily ever after.Significant plot details end here.","violence, action",train,imdb
Finding Neverland,2004,106,Drama,7.7,Marc Forster,Allan Knee,Dustin Hoffman,Joe Prospero,Luke Spill,Freddie Highmore,"The story focuses on Scottish writer J. M. Barrie, his platonic relationship with Sylvia Llewelyn Davies, and his close friendship with her sons named George, Jack, Peter and Michael, who inspire the classic play Peter Pan, or The Boy Who Never Grew Up.","","",""
Blood Work,2002,110,Action,6.4,Clint Eastwood,Michael Connelly,Jeff Daniels,Rick Hoffman,Dylan Walsh,Gerry Becker,"\"Terry McCaleb (Clint Eastwood) is summoned to a crime scene, where Detectives Waller (Dylan Walsh) and Arrango (Paul Rodriquez) tell him the victims are numbers 5 and 6. Arrango cracks jokes throughout, and they show Terry a wall, where, written in blood, is \"\"McCaleb Catch Me\"\"",and a code number. As Terry works his way through the reporters,he spots a figure with blood on his shoes and gives chase. He almost nabs the figure,but has a heart attack. The suspect comes back to check on him
Imagining Argentina,2003,107,Drama,6.1,Christopher Hampton,Lawrence Thornton,Rubén Blades,Fernando Tielve,Fernando Tielve,Antonio Banderas,"A W Bergh, Stockholm:Heard about the green Ford Falcons of Buenos Aires? Death mobiles they was called and were doing the same dirty job for president Videla and a string of junta generals, in the 1970s mimicking their highly successful colleague dictator Pinochet across the border in Chile. Kids protesting against expensive school bus fares could be taken for a ride and never seen again. Disappearances, desaparecidos, was the name of the game and seems to the mayor training for the brave military men crushing the enemies of Argentina in their dirty war against opposition during the late 1970s and early 80s. Performing roughly 40 000 desaparecidos until they met real soldiers on the Falklands in 1982 and was beaten to pulp in a few days by the British. The military rule was toppled but their henchmen have to this day not even been brought to justice. Only leaving a trail of wailing crazy mothers circling the famous Plaza de Mayo Square in central Buenos Aires, flashing large pictures of their murdered sons and daughters. A pity Imagining Argentina is such bomb telling the story. Costa-Gavras took less than a decade to make Missing, to give us a fair shot of what Pinochets CIA-backed bloodstained fascist coup in Chile was all about. A heck of a better job than this quarter of a century late badly told yarn. While Jack Lemon tormented the American ambassador on site to find his missing son in Santiago and actually had the bastard to admit that eggs had to be broken in order to save dear American investments down here on their backyard clairvoyant Banderas use voodoo to figure out the whereabouts of his vanished wife (and later on his already lifeless daughter). To make it even worse, to no avail as it turns out. It chiefly brings him out on the huge Pampas only to meet an old Jewish couple, keeping exotic birds as a hobby(!), lecturing him on the horrors of Nazi Germany. Thats amazingly about all the politics to learn from decades of Latin America military violence in this story. Need I tell more? Not even Leonard Maltin bothered to include the film in his Movie Guide","murder, paranormal, violence, flashback, romantic, suspenseful",train,imdb
The Big Bounce,2004,88,Comedy,4.9,George Armitage,Elmore Leonard,Gary Sinise,Butch Helemano,Charlie Sheen,Vinnie Jones,"Jack Ryan, a surfer and occasional thief, attacks the menacing Lou Harris with a baseball bat. Harris is a foreman on a Hawaii construction site run by corrupt millionaire Ray Ritchie. When Jack is released from jail, both the police and Ritchie's right-hand man, Bob Rogers, Jr., tell Jack to leave the island. However, Judge Walter Crewes takes a liking to Jack and offers him a place to stay and a job as a handyman at a small resort of beach-front bungalows that the Judge owns. Jack has dangerous run-ins with Harris and Rogers, Jr., on numerous occasions.","","",""
