title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Gattaca,1997,106,Drama,7.7,Andrew Niccol,Andrew Niccol,Jude Law,Jude Law,Xander Berkeley,Gore Vidal,"\"In \"\"the not-too-distant\"\" future",where genetic engineering of humans is common and DNA plays the primary role in determining social class,Vincent (Ethan Hawke) is conceived and born without the aid of this technology. Suffering from the nearly eradicated physical dysfunctions of myopia and a congenital heart defect,as well as being given a life expectancy of 30.2 years
Mrs. Brown,1997,101,Drama,7.2,John Madden,Jeremy Brock,David Westhead,Geoffrey Palmer,Billy Connolly,Richard Pasco,"Several screens of text giving some background are shown before a bust is shown flying over a palace wall and shattering into countless pieces. The film shows the story of a bereaved Queen Victoria (Judi Dench) and her relationship with a Scottish servant, John Brown (Billy Connolly), and the subsequent uproar it provoked. Brown had been a trusted servant of Victoria's then deceased and beloved Prince Consort, Prince Albert; Victoria's Household thought Brown might help to ease an inconsolable Queen since the Prince Consort's death in 1861. In 1863, hoping to subtly coax the Queen toward resuming public life after years of seclusion, Mr Brown is summoned to court.","","",""
Your Friends and Neighbors,1998,100,Comedy,6.3,Neil LaBute,Neil LaBute,Jason Patric,Ben Stiller,Aaron Eckhart,Jeffrey Kushon,"Set in an unnamed American city, two urban, middle-class couples deal with their unhappy relationships by shamelessly lying and cheating in their quest for happiness. Jerry (Stiller), is a theater instructor who is married to Terri (Keener), a writer who is alienated and unfulfilled with his love-making skills. Jerry and Terri have dinner with Mary (Brenneman), a writer friend of Terri's, and Mary's husband Barry (Eckhart) a business executive who is oblivious to his wife's unhappiness. During dinner, Mary talks about writing for a local newspaper column about bickering couples and their troubles, while Barry does not think that other couple problems are anyone else's concern. After dinner, Jerry discreetly asks Mary out on a date. Mary, out of frustration, accepts.","","",""
Music from Another Room,1998,104,Comedy,6.3,Charlie Peters,Charlie Peters,Jude Law,Jeremy Piven,Bruce Jarchow,Vincent Laresca,"The film begins with 5-year-old Danny (Jude Law) and his military father visiting a family friend's, Grace's (Brenda Blethyn), house at Thanksgiving. When Grace goes into labor, Danny's father asks him to unwrap the umbilical cord from the baby. After a successful birth, Danny decides to himself that the baby girl born, Anna (Gretchen Mol), is meant to be with him forever, and states that he will marry her.","","",""
Spawn,1997,96,Action,5.2,Mark A.Z. Dippé,Todd McFarlane,Miko Hughes,Michael Papajohn,D.B. Sweeney,Nicol Williamson,"Al Simmons (Michael Jai White) is a Force Reconniassance Marine Colonel and Black Ops operative. Jason Wynn (Martin Sheen), the head of the covert government agency for which Simmons works, assigns him to infiltrate a biochemical weapons plant in North Korea. Unknown to Simmons, Wynn has ordered his top assassin Jessica Priest (Melinda Clarke) to murder him while he is on the mission. After Simmons dies, he is set on fire by Wynn and the flames cause the plant to explode. Simmons arrives in Hell, where one of the rulers of Hell - Malebolgia (Frank Welker) - offers him a Faustian deal: if Simmons becomes his eternal servant and leader of his army in Armageddon, he will be able to return to Earth to see his fiancée, Wanda Blake. Simmons accepts the offer and returns to Earth.","","",""
Vegas Vacation,1997,93,Comedy,5.9,Stephen Kessler,Elisa Bell,Wayne Newton,Ethan Embry,Roy Horn,Chevy Chase,"\"At work, Clark Griswold (Chevy Chase) has invented a long life food preservative, earning him a large bonus check. Clark announces to his family that he is taking them on vacation. Part of the reason for the trip is for Clark and Ellen to renew their wedding vows. Excitement wanes, however, when Clark says they are headed to Las Vegas, Nevada. His wife, Ellen (Beverly D'Angelo) and teenage daughter, Audrey (Marisol Nichols) have their doubts, as Las Vegas is not known for its family-friendly atmosphere, while teenage son Rusty (Ethan Embry) appears to be more enthusiastic. Upon travelling to Vegas, they run into the \"\"woman in the Ferrari\"\" (Christie Brinkley) who appeared in the first film. Clark is the only one who sees her",but then notices that she now has a child.,"",""
The Wings of the Dove,1997,102,Drama,7.1,Iain Softley,Henry James,Linus Roache,Michael Gambon,Philip Wright,Ben Miles,"In early 1900s London, Kate Croy lives under the careful watch of her domineering Aunt Maude, who is determined that the young woman does not follow in the path of her recently deceased mother, whose dissolute husband, Lionel, squandered her wealth in order to support his opium addiction. Maude wants Kate to marry the well-off Lord Mark, who has a title and estates, despite the fact that Kate does not love him. Kate is dependent on her wealthy aunt's goodwill and abandons her plans to defy her aunt when she is reminded that her father is at Maude's mercy as well. Kate's boyfriend, the financially struggling muckraking journalist Merton Densher, wants to marry her, but is skeptical of Kate's intentions despite her pleas for him to wait as she tries to find a way out of her dilemma.One day, Kate is introduced by Lord Mark to the wealthy and outgoing American orphan and heiress Millie Theale, who is on an extended trip through Europe with her best friend Susan Stringham, and the cynical Kate is captivated by Millie's beauty, openness, and amusement at the conventions of society. Millie and Kate become fast friends and Millie invites Kate to accompany her and Susan to Venice as part of their excursion. Prior to their departure, Millie meets Merton, with whom she is smitten, and she asks him to join them.Lord Mark secretly reveals to Kate that Millie is terminally ill, and that he desires Kate but has to marry Millie to avoid losing his estates. Knowing Millie is repulsed by Lord Mark's crudity, she decides to adopt his scheme and persuade Merton to woo Millie. She fully expects Millie's generous nature will lead her to include Merton in her will, making him wealthy enough to satisfy her aunt and allow them to marry. He despises her scheme but can't resist the opportunity to be in Venice with Kate.Over the next several days, Kate becomes so jealous of the genuine affection growing between Merton and Millie that she lures him away one night, abandoning Millie in a crowd. Millie confronts her the next morning and Kate realizes she must leave, without warning Merton, if her scheme is to succeed. What neither she nor Merton anticipate is how things will change when she is gone.Some months later, following Millie's death in Venice, Kate comes to Merton's flat. She asks why he has not come to see her and finds a letter, telling Merton that Millie did indeed bequeath a sizeable portion of her estate to him. He tells Kate that he will not take the money, and she must marry him without it, if she will. She agrees, and they re-cement their bond by making love. But afterwards, Kate asks him to tell her that he is not still in love with Millie, or his memory of her, and he cannot. So, Merton returns to Venice...alone.",romantic,test,imdb
Winter Sleepers,1997,122,Drama,7.2,Tom Tykwer,Anne-Françoise Pyszora,Ulrich Matthes,Heino Ferch,Josef Bierbichler,Simon Donatz,"The film is set in the deeply snowy alpine winter resort of Berchtesgaden in Bavaria; the story begins shortly after Christmas Day, with five people returning, not all of whom are connected.","","",""
A Walk on the Moon,1999,107,Drama,6.6,Tony Goldwyn,Pamela Gray,Jess Platt,Liev Schreiber,Bobby Boriello,Viggo Mortensen,"Pearl Kantrowitz (Diane Lane) and her husband Marty (Liev Schreiber) are a lower middle class Jewish couple in New York City, where Marty is a television repairman. The movie begins with the couple and their family including their teenage daughter Alison (Anna Paquin) and young son Danny (Bobby Boriello) and Marty's mother Lillian (Tovah Feldshuh) going to their summer camp retreat, Dr. Folger's Bungalows, which they attend each summer.","","",""
Fantastic Four,2005,106,Action,5.7,Tim Story,Mark Frost,Kevin McNulty,Ioan Gruffudd,Chris Evans,Michael Chiklis,"Physicist Reed Richards is convinced evolution was triggered millions of years ago on Earth by clouds of cosmic energy in space and has calculated that one of these clouds is soon going to pass near Earth. Together with his friend, astronaut Ben Grimm, Reed convinces Victor Von Doom, his former classmate at MIT and now CEO of Von Doom Industries, to allow him access to his privately held space station to test the effects of a biological sample of exposure to the cloud. Doom agrees in exchange for control over the experiment and a majority of the profits from whatever benefits it brings. Reed brings aboard his ex-girlfriend and Von Doom's chief genetics researcher Sue Storm and her ex-astronaut younger brother Johnny Storm.","","",""
Halloween H20: 20 Years Later,1998,86,Horror,5.8,Steve Miner,Debra Hill,Joseph Gordon-Levitt,LL Cool J,Adam Hann-Byrd,Adam Arkin,"Marion Whittington (Nancy Stephens)--formerly Marion Chambers--returns home to find that her house has been broken into. She goes to her neighbors and phones the police, but her teenage neighbor insists on investigating her house. After getting the all-clear, Marion goes in and finds that her office has been ransacked; she was responsible for taking care of Dr. Sam Loomis, now deceased, and she discovers that the file she kept on Laurie Strode (Jamie Lee Curtis) has been stolen. Marion feels as if she's not alone in the house. Rushing next door, she finds her teenage neighbors murdered, and Michael Myers appears, wearing a trademark white mask. Michael stalks and kills Marion, then gets into a car and drives off just as the police arrive to investigate the break-in, discovering the bodies.Laurie has relocated to California. She is now known as Keri Tate, headmistress of a small private prep school. Laurie has a teenage son named John (Josh Hartnett), and the two of them live on campus with the rest of the students. Laurie still struggles with the events of Halloween night 1978, when Michael Myers stalked her and killed those around her. As a means to escape her past, she faked her death and has been living under her assumed identity of Keri ever since. Her past trauma, as well as the stress of living under false pretense, has turned her into a functioning alcoholic. She is also heavily dependent on medication for her emotional condition.Laurie has a secretary named Norma (Janet Leigh) who dotes on her like a parent, and notices how Laurie gets particularly shaken around Halloween. Laurie's boyfriend, Will Brennan (Adam Arkin) is a guidance counselor at the school, and the two of them share a semi-discreet relationship. But Laurie's relationship with John is becoming strained; she is overprotective of him and refuses to allow him much freedom. He is to stay within the locked school grounds at all times, and she denies him the right to attend an annual school camping trip to Yosemite, which is on Halloween. John's girlfriend Molly (Michelle Williams) also stays behind due to some problems with her tuition. Their friends Charlie (Adam Hann-Byrd) and Sarah (Jodi Lyn O'Keefe) also fabricate reasons to stay behind so that the four of them can celebrate Halloween together on the near-deserted campus. John and Charlie convince the school's security guard, Ronny (LL Cool J) to open the gate and let them out so that they can walk into town and shoplift a bottle of wine for their party.Laurie meets Will for lunch in town and opens up to him a little, acknowledging that she's been unable to deal with something in her past. While he's in the men's room, Laurie chugs her glass of wine and orders another, hurrying the waiter so that Will won't realize she's had two instead of just one.On her way back to the school, Laurie sees John and Charlie walking down the street and becomes enraged that John has left the school grounds. John also gets angry at Laurie, asserting himself and telling Laurie that she needs to accept the fact that Michael Myers is dead. Laurie drives Charlie and John back to school and scolds Ronny for allowing the boys to get out.Meanwhile, Michael Myers has arrived at the school. He follows Laurie downtown and lurks outside the school later, staring in at Molly as she sits in Laurie's literature class. Laurie addresses the students before they leave for Yosemite and lectures them to be on their best behavior. Afterwards she surprises John by telling him she's changed her mind and she will allow him to go with the others. Since he has already made plans with Molly, Charlie and Sarah, he stays behind anyway without Laurie's knowledge.That night, Michael Myers slips onto the grounds of the school by distracting Ronny at the gate. Ronny is unharmed but knows something is wrong. John and his friends get ready to eat dinner together when Charlie goes off in search of a corkscrew. Sarah follows him, and they are both murdered by Michael Myers.Will and Laurie carve a pumpkin together and Laurie tells him that she is not Keri Tate and that her real name is Laurie Strode. Will thinks she is joking when she tells him that her brother killed her sister with a kitchen knife, and that years later he came after her. Will eventually realizes she's telling the truth and wonders how old Laurie was at the time. She tells him she was 17, then suddenly realizes that John has just turned 17 as well. Her sense of panic sets in and she tries to call John; the phones are dead. She immediately goes to her bedroom and retrieves a gun, discovering John's camping gear in his closet; she now knows John never left for Yosemite. Ronny appears at the front door and tells them that there is a strange car parked in the driveway. They decide to search for John and the others.Meanwhile, John and Molly get restless and search for Charlie and Sarah, finding Sarah's body hanging from a light fixture. Michael Myers appears and gives chase, and they flee back to John's residence. Myers corners them in a doorway blocked by a gate. Laurie and Will open the door and let the kids inside just barely in time before Myers can get inside the gate; Laurie and Michael stare at each other momentarily through the door's tiny window. Before Laurie can get her gun, Myers disappears.Laurie puts John and Molly in a room and locks it, while she and Will look for Myers in the hallway. Will sees a shadow and thinks it is Myers, grabbing Laurie's gun and shooting. It is really Ronny; Will has shot him in the head. As they panic about the mistake, Myers appears and stabs Will to death, chasing Laurie down the hallway. She hits him over the head with a fire extinguisher and runs off with John and Molly. They make it to their vehicle and Laurie drives off to the front gate.Before she drives off, Laurie has a sudden moment of revelation. Instead of running, she sends John and Molly off and closes the gate behind them, breaking the mechanism that opens it. She then grabs a fire axe and sets out looking for Michael. She finds him back in the school and the two of them stalk each other, wounding each other with the axe and various knives. Finally Laurie stabs Michael several times in the chest, sending him hurtling over a balcony into the mess hall. He seems dead, but Laurie knows better.Help arrives at the school; John and Molly have sent the police. Ronny is alive, the bullet having just grazed his head. Laurie's wounds have been bandaged, and she sees the coroner carrying Michael's body on a stretcher. She knows ultimately he will return, and that she must make sure he's dead once and for all, so she steals a policeman's gun and forces the medics at gunpoint to load Michael into a nearby van. Laurie takes off at high speed.While she drives down the mountainous road, Myers begins to reanimate and pulls himself out of the body bag. Laurie slams on the brakes and sends him through the windshield, driving into him with the van. The van plunges over the hillside and both Laurie and Michael are thrown from it. Michael gets the worst of the deal; the van slams into his body and pins it against a fallen tree. Laurie finds the fire axe and approaches Michael, who is still alive, but helpless. She calls to him and he looks up at her, mute but seemingly asking her for help. Laurie reaches out for him, their fingertips touching briefly, and she feels pity for Michael. Suddenly her rage wells up inside her, and she decapitates Michael with a single blow.","murder, cult, horror, violence, good versus evil, insanity",train,imdb
Hard Rain,1998,97,Action,5.9,Mikael Salomon,Graham Yost,Edward Asner,Peter Murnik,Dann Florek,Michael A. Goorjian,"During the worst recorded rainstorm in the history of the Midwestern United States, armored truck drivers Tom (Christian Slater) and his uncle Charlie (Edward Asner) are collecting the money from the local banks affected by the rising flood waters. In the small town of Huntingburg, Indiana, which has been evacuated, Tom and Charlie drive into a ditch and become stuck, and Charlie calls dispatch to alert the National Guard. They are then ambushed by Jim (Morgan Freeman) and his gang of armed robbers, Kenny (Michael Goorjian), Mr Mehlor (Dann Florek) and Ray (Ricky Harris). Kenny accidentally shoots Charlie dead, as Tom gets away with the $3 million in cash and hides it in a cemetery.","","",""
The Acid House,1998,111,Comedy,6.2,Paul McGuigan,Irvine Welsh,Pat Stanton,Alex Howden,Maurice Roëves,Maurice Roëves,"The 1998 film, directed by Paul McGuigan, dramatises three stories from the book:","","",""
An Ideal Husband,1999,97,Comedy,6.8,Oliver Parker,Oscar Wilde,Ben Pullen,Peter Vaughan,Rupert Everett,Neville Phillips,"The play opens during a dinner party at the home of Sir Robert Chiltern in London's fashionable Grosvenor Square. Sir Robert, a prestigious member of the House of Commons, and his wife, Lady Chiltern, are hosting a gathering that includes his friend Lord Goring, a dandified bachelor and close friend to the Chilterns, Mabel Chiltern, and other genteel guests. During the party, Mrs. Cheveley, an enemy of Lady Chiltern's from their school days, attempts to blackmail Sir Robert into supporting a fraudulent scheme to build a canal in Argentina. Apparently, Mrs. Cheveley's dead mentor and lover, Baron Arnheim, convinced the young Sir Robert to sell him a Cabinet secret, a secret that suggested he buy stocks in the Suez Canal three days before the British government announced its purchase. Sir Robert made his fortune with that illicit money, and Mrs. Cheveley has the letter to prove his crime. Fearing the ruin of both career and marriage, Sir Robert submits to her demands.","","",""
Can't Hardly Wait,1998,100,Comedy,6.5,Harry Elfont,Deborah Kaplan,Charlie Korsmo,Channon Roe,Alexander Martin,Ethan Embry,"\"Preston Meyers and his best friend, Denise, meet up after their graduation ceremony. Preston has just learned that Amanda Beckett, a girl he's been infatuated with for the past four years, is now single. He talks Denise into going to the huge after-graduation bash at Molly's house so he can give Amanda a love letter he's been working on for years. Of course, Molly's parents are not home, so the party is a free-for-all.Also at the party is Kenny Fisher, a.k.a. \"\"Special K.\"\" Kenny is a short",white kid who acts like a black kid. He speaks the lingo and wears all the hip,urban clothes. Kenny used to be Denise's best friend in grade school,but he moved on when they got into middle school. He wanted to be a cool kid
Ghost Keeper,1981,89,Drama,5.0,Jim Makichuk,Jim Makichuk,Bill Grove,John MacMillan,Murray Ord,Les Kimber,"Jenny, Marty, and Chrissy are spending their New Year's Eve on a snowmobiling trip in the Rocky Mountains. After talking with a storekeeper at a ski shop, the three decide to go riding before dark, but end up caught in a blizzard. Looming before them is a seemingly abandoned hotel at the top of the snow trail, isolated from tourists and miles away from the skiing area. The three enter the building to escape the increasingly harsh conditions, and find that the heat is on, but there are no lights. As night falls, they start a fire and tell stories and reminisce. Marty decides to go into the hotel kitchen where he finds an old woman lurking. She is brash and apprehensive of their presence, and they learn that she lives in the hotel with two unseen sons.","","",""
Rushmore,1998,93,Comedy,7.6,Wes Anderson,Wes Anderson,Luke Wilson,Brian Cox,Mason Gamble,Bill Murray,"\"Max Fischer (Jason Schwartzman) is a precocious and eccentric 15-year-old attending the prestigious boy's school Rushmore Academy. Max is the president, and in some cases founder, of numerous extracurricular clubs and organizations within the school, and is infinitely more devoted to these activities than he is to his regular schoolwork, eventually causing him to be placed on \"\"sudden death academic probation\"\" by Rushmore's headmaster Dr. Guggenheim (Brian Cox). Despite the warning that one more failed class will result in expulsion",Max is determined to stay at Rushmore for as long as possible.Max's widowed father Bert (Seymour Cassel) is a blue-collar barber and a wise,loving father to Max,his only child. Max's mother Eloise died of cancer when Max was seven. The contrast of Max's middle-class background with the wealthy and privileged lives of most Rushmore students feeds Max's determination to make a name for himself. Max is a scholarship student
Angel of the Night,1998,98,Comedy,4.1,Shaky González,Lars Christian Detlefsen,Christian Grønvall,Ole Hvidman,Tomas Villum Jensen,Hans Henrik Voetmann,"Following the death of her grandmother, Rebecca [Maria Karlsen] has inherited Angel","","",""
The Zodiac Killer,1971,87,Horror,4.4,Tom Hanson,Ray Cantrell,Bob Jones,Ray Lynch,Tom Pittman,Doodles Weaver,"The film is a highly fictionalized telling of a month in the life of the Zodiac Killer (played by Hal Reed). The film follows the killer (whose identity as the Zodiac Killer is not revealed until the end of the first act of the film) and a friend, Grover (a drunk, toupee wearing truck driver who is divorced from his wife and in financial trouble from his divorce) as they meet and go about their normal day. Grover eventually has a nervous breakdown due to the upheaval in his life caused by his divorce, as he is denied the right to visit his daughter when he makes a surprise visit to his ex-wife. Taking his daughter hostage, the police are called and as he tries to escape, Grover sees the day's paper laying on the front steps announcing another murder by the Zodiac Killer. In a fit of madness, he declares himself the Zodiac Killer and lets his daughter go in order to flee. The police shoot him dead as he falls into a nearby pool.","","",""
City of Ghosts,2002,116,Drama,5.9,Matt Dillon,Matt Dillon,Gérard Depardieu,James Caan,Kem Sereyvuth,Stellan Skarsgård,"Jimmy (played by Matt Dillon) is a conman who's been working for a fake insurance company in New York City that is being investigated by the FBI after it cannot pay claims that have poured in after a hurricane. Discovering that his mentor and the mastermind of the scheme, Marvin (James Caan), has skipped the country and gone to Thailand, Jimmy boards a plane with the intention of trying to collect his money.","","",""
Romeo Must Die,2000,115,Action,6.1,Andrzej Bartkowiak,Mitchell Kapner,Anthony Anderson,Jet Li,Edoardo Ballerini,Isaiah Washington,"Po Sing (Jon Kit Lee) is waiting for someone in a club in a predominantly African American neighborhood when a group of angry patrons try to start a fight with him. His father's right-hand man Kai (Russell Wong) and his Asian henchmen pull Po out of the club after a brief fight with the bouncers before the meeting can take place. The next day, Po is found murdered.","","",""
A Fish Tale,2000,80,Comedy,6.0,Stefan Fjeldmark,Tracy J. Brown,Nis Bank-Mikkelsen,Dick Kaysø,Morten Kerrn Nielsen,Søren Sætter-Lassen,"\"The film follows the adventures of three children: a skateboarding mischief-maker named Fly, his sweet younger sister, Stella, and their cousin Chuck, a cautious, intelligent and overweight genetics prodigy. When their babysitter, Aunt Anna, falls asleep, the three children sneak off to go fishing only to stumble across the boathouse home of Professor MacKrill, an eccentric marine biologist. Reasoning that climate change could melt the polar icecaps within the next century, MacKrill has developed a potion that turns people into fish so they can survive the rising sea level and also an antidote to reverse the process. Unbeknownst to all, Stella drinks the potion mistaking it for lemonade, and painfully transformed into a starfish and gets tossed out of the window into the sea. Since Stella's transformation was caught on camera, the tragedy is immediately discovered, so Fly, Chuck and Professor MacKrill head out onto the ocean in a desperate search. When a storm blows in, Fly recognizes the futility of their search, drinks the potion and jumps overboard, becoming a \"\"Californian Flyfish\"\". The boat capsizes and",because Chuck cannot swim,he's forced to drink the potion to survive,becoming a jellyfish. The Professor
Neon Genesis Evangelion: Death & Rebirth,1997,101,Action,7.2,Hideaki Anno,Hideaki Anno,Tomokazu Seki,Motomu Kiyokawa,Fumihiko Tachiki,Kôichi Yamadera,"In 2015, fifteen years after a global cataclysm known as the Second Impact, teenager Shinji Ikari is summoned to the futuristic city of Tokyo-3 by his estranged father Gendo Ikari, the director of the special paramilitary force Nerv. Shinji witnesses the United Nations forces battling an Angel: one of a race of giant monstrous beings whose awakening was foretold by the Dead Sea Scrolls. Because of the Angels' near-impenetrable force-fields, Nerv's giant Evangelion bio-machines, synchronized to the nervous systems of their pilots and possessing their own force-fields, are the only weapons capable of keeping the Angels from annihilating humanity. Nerv officer Misato Katsuragi escorts Shinji into the Nerv complex beneath the city, where his father pressures him into piloting the Evangelion Unit-01 against the Angel. Without training, Shinji is quickly overwhelmed in the battle, causing the Evangelion to go berserk and savagely kill the Angel on its own.","","",""
How the Grinch Stole Christmas,2000,104,Comedy,6.3,Ron Howard,Dr. Seuss,Jim Carrey,Jeffrey Tambor,Clint Howard,Bill Irwin,"On a tiny snowflake floating through the air, exists the town of Who-ville, home of the Whos. The town is joyously preparing for the coming of Christmas.However, of all the Whose, a little girl named Cindy Lou Who is feeling depressed, and not at all in the holiday spirit. When her brother and his friends return from climbing Mt Crumpit and claim they saw the Grinch, Cindy Lou grows curious as to the Grinch, who she learns does not like Christmas. While in the Post Office with her Father, Cindy takes some mail to a backroom, and finds the Grinch trying to cause havoc in the mail room. The Grinch scares her, and causes Cindy to fall into the mail sorting machine. To her surprise, the Grinch rescues her.Cindy then decides to investigate more into the Grinch's past, and interviews several people, including two elderly women who cared for the Grinch, as well as town socialite Margaret May-Who and the Mayor, both of whom were classmates with the Grinch.From the information she collects, the Grinch as a child actually liked Christmas, and even had a crush on Margaret. However, the Mayor as a child, taunted the Grinch about this. The Grinch tries to create a hand-made present for Margaret and shave off his facial hair, but the bad shaving job causes the class to laugh at him, finally causing him to hate Christmas. After that, he ran away to Mt Crumpit.As Christmas approaches, the Mayor announces the upcoming Who-bilation, where the town nominates a Cheer Meister. While the Mayor looks forward to another unanimous vote for himself, Cindy requests that they nominate the Grinch, feeling he deserves it the most.With enough votes, Cindy gets the Grinch a nomination, and climbs up Mt Crumpit to deliver it to him. The Grinch does not believe her at first, but reconsiders when he finds out he'll be receiving an award, and that Margaret May-Who will be attending. The Grinch agonizes over the decision to attend (partly believing this is a trick), before appearing to the Who's.While at first apprehensive, the Grinch appears to be getting into the Christmas spirit, until the Mayor proposes to Martha May-Who, and offers her a car. The ostentatious gift rouses the ire of the Grinch, and he then begins to wreck the celebration, causing mayhem and burning down the Christmas tree. Cindy feels terrible that her plan to make the Grinch feel better has been ruined, and the Grinch returns to Mt Crumpit.The Grinch feeling worse then ever, decides that this year, he'll stop Christmas from coming, by dressing as Santa, and stealing it. Fashioning a sled, he and his dog Max return to Who-Ville, and make off with all the gifts and festive trimmings. Taking everything to the top of Mt Crumpit, he plans to drop it all over the edge.Back in Who-ville, everyone is sad and distraught, with the Mayor blaming the whole thing on Cindy for inviting the Grinch. Cindy's father proclaims that he actually is proud of his daughter, because he's seen that Christmas is not about presents and decorations, but about being together. Soon a number of other Who's join in and begin singing.This sound causes the Grinch to pause, wondering how they can be so cheerful. As he watches, the emotion gets to him, and his once shrivelled heart grows 3 sizes. The Grinch then returns the presents to Who-ville, and apologizes for his misdeed. At the same time, Margaret May-Who tells the Mayor she is rejecting his marriage proposal, and that her heart belongs to the Grinch.In the closing of the film, the town feast is held, with the Grinch carving the Roast Beast.","cult, comedy, psychedelic, fantasy, sentimental",val,imdb
Sky High,1985,109,Comedy,2.9,Nico Mastorakis,Nico Mastorakis,John Lawrence,Danos Lygizos,Frank Schultz,Clayton Norcross,"\"Will Stronghold begins ninth grade at Sky High, a high school that exclusively teaches teenagers with superpowers. Will's parents are The Commander and Jetstream, some of the world's most famous superheroes. Will's best friend, Layla, who happens to have a crush on him, has the power to manipulate plant life. Will is anxious about attending Sky High, located on a floating campus reached by a flying school bus, because, unbeknownst to his parents, he has not developed any super powers. On the first day, he and the other ninth graders are harassed by a trio of bullies: Speed, a burly senior with super speed, Lash, a skinny senior with extreme flexibility, and Penny, a senior cheerleader who can clone herself. Because of his lack of powers, Will is slated to enter a curriculum for \"\"Hero Support\"\" and becomes a sidekick. His classmates include Ethan",who melts into a fluid; Zach,who glows in the dark; Magenta,who transforms into a guinea pig; and Layla
The Hurricane,1999,146,Drama,7.6,Norman Jewison,Rubin 'Hurricane' Carter,Vicellous Shannon,Dan Hedaya,John Hannah,David Paymer,"\"The film tells the story of middleweight boxer Rubin \"\"The Hurricane\"\" Carter",who was convicted of committing a triple murder in a bar in Paterson,New Jersey. His sentence was set aside after he had spent nearly 20 years in prison. The film concentrates on Rubin Carter's life between 1966 and 1985. It describes his fight against the conviction for triple murder and how he copes with nearly 20 years in prison.,""
Cherry Falls,1999,92,Horror,5.2,Geoffrey Wright,Ken Selden,Gabriel Mann,Douglas Spain,Jesse Bradford,Joe Inscoe,"\"In the woods outside of Cherry Falls, Virginia, a teenage couple, Rod Harper (Jesse Bradford) and Stacy Twelfmann (Bre Blair) are getting romantic in a car when a black-haired female appears and murders them both. Meanwhile, in town, teenager Jody Marken (Brittany Murphy), the daughter of the local sheriff, is with her boyfriend, Kenny (Gabriel Mann), who thinks it is time to go \"\"see other people.\"\" Jody goes back home to find her father",Brent (Michael Biehn),"upset that she is out past her curfew. Brent and his deputies begin to investigate the murders the next day. They see that the killer carved the word \"\"virgin\"\" into both victims. At school",Brent sees English teacher Mr. Marliston (Jay Mohr)
Women Talking Dirty,1999,97,Comedy,6.0,Coky Giedroyc,Isla Dewar,Ken Drury,Julien Lambroschini,James Nesbitt,Kenneth Cranham,"The story begins with Cora (Helena Bonham Carter) and Ellen (Gina McKee), two women in their thirties who are living in Edinburgh. While they are getting ready at a mirror they begin to discuss life and romance. The story then catapults itself into the past before the two women met and where their story really begins.","","",""
Shanghai Noon,2000,110,Action,6.6,Tom Dey,Miles Millar,Xander Berkeley,Owen Wilson,Roger Yuan,Rongguang Yu,"\"In 1881, Chon Wang (pronounced as John Wayne) played by Chan is a Chinese Imperial Guard in the Forbidden City. After Princess Pei-Pei (Liu) for whom Wang has affection, is abducted and taken to the United States, the Emperor of China sends three of his guards along with the Royal Interpreter to retrieve her. Wang is not one of the three, but he tells the Captain of the Imperial Guards that it was his fault the princess was kidnapped and insists on joining them. The Captain first refuses, but when the Royal Interpreter, Wang's uncle, offers to allow Wang to come help with the baggage, the Captain agrees in the hopes that the \"\"foreign devils\"\" would get rid of Wang. In Nevada",Roy O'Bannon (Wilson) is an outlaw who,with his gang,hijacks the train Wang is on. When Wallace
Shadow of the Vampire,2000,92,Drama,6.9,E. Elias Merhige,Steven Katz,John Malkovich,Aden Gillett,Eddie Izzard,Ronan Vibert,Bram Stoker's widow has refused to sell the film rights for Dracula,"","",""
