title,year,runtime,genre,rating,director,writer,actor1,actor2,actor3,actor4,plot,tags,split,synopsis_source
Wonderland,2003,104,Drama,6.5,James Cox,James Cox,Val Kilmer,Michael Pitt,Dylan McDermott,Kim Marriner,"\"John Holmes and Dawn SchillerLos Angeles, June 29, 1981. We are first introduced to the teenage girlfriend of legengary porn actor John Holmes - the underage Dawn Schiller (Kate Bosworth). She is on the streets and is picked up by a holy roller named Sally (Carrie Fisher) after she and Holmes break up. She eventually calls Holmes to come and get her. Holmes (Val Kilmer) arrives at the apartment and they have sex and snort cocaine in the bathroom before being discoverd and flee the holy roller's house.After a 'drug-run' to a house located on Wonderland Avenue in the wooded Laurel Canyon neighborhood, Holmes and Dawn check into a motel where they both get high from snorting more cocaine and freebasing. The next morning (June 30), Holmes leaves Dawn to travel to an answering service in Santa Monica to check his phone messages and mail where he has it sent, leaving Dawn alone in the motel room with her pet dog to keep her company. He tells her that he will return in a few hours, but Holmes does not return. During the night, Dawn is woken up by a disturbing vision of violence. The next morning, (July 1) Dawn continues to remain alone the whole day.While watching TV of the late afternoon news, Dawn sees a newscast that states four people were murdered at a rowhouse on Wonderland Avenue in Laurel Canyon, the same one she had been to with Holmes the day before. Shortly thereafter, Holmes finally arrives back at the motel room, looking tired and dishevelded, and wearing different clothes then when he left two days prior. He does not want to talk about where he was and instead takes a valum pill and goes right to sleep.The story eventually moves onto two city detectives, Nico and Cruz (Ted Levine and Franky G), investigating the crime scene and their contact with Holmes. Another officer and L.A. vice cop named Billy Ward (M.C. Gainey) intervenes with the investigation, himself being a colleague of Holmes whom is his C.I. (Criminal Informant) handler.David Lind's storyThe next major character introduced is David Lind (Dylan McDermott). While getting drunk at a local bar, he hears of his friends' murders at Wonderland on the TV set at the bar and soon discovers his girlfriend was there. While at the crime scene, he is picked up by the same two L.A.P.D. Detectives Nico and Cruz (representing real-life detectives in the case, Tom Lange and Bob Souza).Through Lind's story (told in flashbacks), we are introduced to some of the people who party at Wonderland during the early months of 1981. These people, known as the Wonderland Gang include the gang leader Ron Launius (Josh Lucas), Billy Deverell (Tim Blake Nelson), Lind's 22-year old girlfriend Barbara Richardson (Natasha Gregson Wagner), the home owner Joy Miller (Janeane Garofalo) and Ron's wife Susan Launius (Christina Applegate). John Holmes drifted into the Wonderland Gang after attending several of their wild parties at the house. Soon, unable to find enough work in the adult film industry to support his growing cocaine addiction, Holmes begins muleing drugs for the gang. On more then one occasion, Homes is accused of \"\"snorting\"\" or smoking some of the cocaine he is told to deliver to customers and he finds himself in trouble as he does not have the money to pay back Ron and the Wonderland Gang for the drugs he consumes for himself.Lind also explains that Ron had a fondness for antique guns and quite frequently shows them off. When Ron learns that Holmes knows a notorious gangster and nightclub owner",an Arab immigrant with the alias of Eddie Nash (Eric Bogosian),he gives Holmes a pair of stolen antique guns to take to Nash so that Nash can fence them and they can split the loot.Earlier... Nash met and befriended Holmes because of Holmes' notoriety as the adult film phenomenon Johnny Wadd. Holmes takes the guns to Nash,but Nash says the guns are too rare to be sold; they would be recognized right away and everyone involved would be apprehended. Rather than give the guns back to Holmes
Cellular,2004,94,Action,6.5,David R. Ellis,Larry Cohen,Chase Ellis Bloch,Will Beinbrink,Chris Evans,William H. Macy,"\"The film opens with Jessica Martin, a high school biology teacher, talking to her son Ricky, while escorting him to the school bus. After she returns home, mysterious assailants enter her home through the back door, kill her house maid, kidnap her and confine her in the attic of their safe house. Ethan, the gang leader, smashes the only telephone in the attic to prevent her from contacting anyone. She has no idea who the kidnappers are or what they want. She pieces together the broken phone to randomly make a connection. She finally reaches the cell phone of Ryan who has just been dumped by his girlfriend for being too irresponsible. He takes it as a joke, but Jessica persuades him to go to the police. At the police station, Officer Mooney tells him to go to the detectives on the fourth floor. He begins to lose the signal in the stairwell, and must turn back to avoid losing the connection.Meanwhile, Ethan returns to the safehouse and asks Jessica about something she doesn't know. When Jessica tells him that she doesn't know, he tells her that he is going to get her son. Ryan, who overhears them, realizes how serious the kidnapping situation is. After Ethan leaves, she tells Ryan to get to her son's school before they do. Unfortunately, he is too late and her son, Ricky, is kidnapped and he quickly chases them by stealing a car owned by a school security officer. Because his cell phone's battery is dying, he drives to a shop for a charger. After being repeatedly redirected from counter to counter, he uses a gun from the security vehicle to hold up the store at gun-point to obtain the device.Sgt. Mooney, meanwhile, decides to check on the kidnapping claim that he received. He uses the Department of Motor Vehicles records to find the address of Jessica, but when he comes to her house, a woman meets him, telling him that she is Jessica and that everything is fine. Believing it to be a false alarm, he leaves. It is revealed that the woman is Dana Bayback, an accomplice of the kidnappers.Ethan returns to the safe house and asks Jessica for the location of a place called \"\"The Left Field\"\"",where her husband,Craig,was. Ethan then shows that he has imprisoned Ricky in the garage and threatens to kill him if Jessica does not tell him what this this information means. She tells him that Left Field is a bar in the LAX airport. As he leaves
Sky Captain and the World of Tomorrow,2004,106,Action,6.1,Kerry Conran,Kerry Conran,Jude Law,Omid Djalili,Michael Gambon,Trevor Baxter,"\"The film is set in New York City in 1939. The moment his zeppelin docks in New York, Dr. Vargas (Julian Curry) sends a pair of bullet-like metal vials to Dr. Jennings, another scientist; within moments, Dr. Vargas is gone and his name is crossed off a list.Dr. Jennings (Trevor Baxter) arranges to meet reporter Polly Perkins (Gwyneth Paltrow) during a showing of The Wizard of Oz at Radio City Music Hall. They discuss the disappearance of the world's top scientists, and he reveals that he knows who will be next: himself. He hints that he and the missing men have a connection, and whispers the name of the man behind the disappearances: Totenkopf. (Totenkopf is German for death's head.) Jennings drops a blueprint, which Polly picks up.Polly's return to the office is sidetracked when New York is invaded by flying robots that shoot laser rays out of their heads and crush people and property under their enormous feet. The overwhelmed military broadcasts a call for help to someone called Sky Captain. As Polly runs along the streets photographing the robots and gathering information for a story, Sky Captain (Jude Law), a.k.a. Joe Sullivan, appears in his Warhawk airplane, which is equipped with amazing high-tech modifications, to fight the monsters. He trips up several robots and the rest are driven off. Joe has one of the downed mechas taken to a base near New York, home of his mercenary air force, and turns it over to his gum-chewing technical expert Dex (Giovanni Ribisi). Polly follows and surprises Joe in his office. Polly and Joe have a back-story; they were an item some years before in Nanjing, but split up amid suspicions on her part that he was cheating and on his that she sabotaged his plane. Polly uses Dr. Jennings' blueprint, which turns out to be a plan for the killer robots, as leverage to convince Joe to work with her -- and let her ride along when he goes after the robots.First Polly and Joe go to see Dr. Jennings in his laboratory, but they arrive too late. He's been attacked by a mysterious woman in black (Bai Ling), who escapes from Joe while Polly speaks to the dying scientist. Jennings gives her the two metal vials he received from Dr. Vargas and says that if Totenkopf acquires them, he'll destroy the world. He dies before he can explain.Back at Joe's base, the robots attack again. Joe, following Polly's directions, leads them on a nearly street-level flying chase through Manhattan while Dex tries to trace the source of the robots' control signal. Joe throws off the pursuing robots by diving his plane into the ocean. Polly's sure they're going to die, but the plane can function as a submarine so they're able to resurface and fly back to base. They arrive in time to exchange fire with a departing squad of robots lead by the mysterious woman in black. The robots have taken Dex, but a brief search reveals that Dex left a clue. Stuck to a downed girder with bubblegum is a scrap of map on which he marked the source of the control signal: a remote valley in the Himalayas. Joe and Polly take off immediately to get Dex back.In Nepal Kaji (Omid Djalili), a contact of Joe's, reluctantly agrees to take them to the valley of Shambala. He notes that in Hebrew it's called Eden, \"\"and you may know it as Shangri-la.\"\" A trek through the snowy mountains with Kaji and a couple of guides brings them to an old mine",where the guides trap Polly and Joe in a vault rigged with dynamite and make off with the metal vials,which Polly had never mentioned to Joe. Kaji finds them and lets them out in time to save their lives,but not Polly's extra film. (She has only two shots left in her camera and spends the rest of the movie agonizing over how to use them.) The explosion knocks them out and the three of them wake up naked in a large
De-Lovely,2004,125,Drama,6.6,Irwin Winkler,Jay Cocks,Jonathan Pryce,Kevin Kline,Kevin McKidd,Peter Polycarpou,"As he is about to die, Porter's life flashes before him in the form of a musical production staged by the archangel Gabriel in the Indiana theater where the composer first performed on stage.","","",""
The Science of Sleep,2006,105,Comedy,7.2,Michel Gondry,Michel Gondry,Sacha Bourdo,Alain Chabat,Stéphane Metzger,Pierre Vaneck,"\"Stéphane Miroux is a man whose vivid dreams and imagination often interfere with his ability to interact with reality. He is coaxed back to his childhood home after his divorced father passes away and his mother, Christine, finds him a job in a calendar printing company in France. His mother implies the position is a creative role, and he prepares colourful drawings, each showing a disaster, for his \"\"disasterology\"\" calendar. However",nobody appreciates his talents and it transpires that his mother had led him on - the real vacancy is for nothing more than mundane typesetting work. While leaving his apartment to go to work one day,Stéphane injures his hand helping his new neighbor move a piano into her apartment. The new neighbor,Stéphanie
The Family Stone,2005,103,Comedy,6.3,Thomas Bezucha,Thomas Bezucha,Luke Wilson,Brian White,Tyrone Giordano,Craig T. Nelson,"\"In the opening scene, Meredith (Sarah Jessica Parker), an uptight, workaholic businesswoman is on her cell phone in a store, and her fiancee Everett Stone (Dermot Mulroney) is buying a gift for his sister Amy. He takes her phone and hangs it up. They pause as the opening credits roll with Christmas cards displaying various sketches of 'Christmasy' looking scenes. It zooms in on the Stone family home and mother Sybil Stone (Diane Keaton) sort of sadly staring out the window as her son Thad and his boyfriend/life partner Patrick drive up in their Range Rover. Thad and Patrick come into the house and Sybil gives Patrick a hug, sneaks up on Thad, who is hearing impaired.Next to arrive at the house is sister Amy Stone (Rachel McAdams), who pulls up in her beat up Volvo, which matches Kelly (Craig T. Nelson) and Sybil Stone's maroon Volvo wagon in the driveway. She is dressed sort of haphazardly and her stuff falls out of her bag into the snow. She is irritated. A similar reunion takes place inside the house, where sister Susannah and her daughter Elizabeth are also there. Brother Ben has not arrived, as he has missed the first two flights from San Francisco.It is now that sister Amy begins to tell the family (her father Kelly, mom Sybil, sister Susannah, brother Thad, boyfriend Patrick) about her dinner out in New York with other brother Everett and his girlfriend, Meredith Morton. She describes Meredith as awful, uptight, and describes how horrible she is. Meanwhile, Everett and Meredith pull up in his Saab. The family all watches them in the car through the window, where a visibly nervous Meredith is sharing her apprehension with Everett. They are dressed very formally, whereas the rest of the family is looking very bohemian.Dad Kelly goes outside to help them with their things, and Meredith has to duck out of the way as Kelly and Everett embrace. The family inside snorts. Meredith tries to shake Kelly's hand, and he sort of awkwardly hugs her. Inside they go, where everyone embraces Everett and the uncomfortable Meredith is sort of in the middle of it all, again trying with the handshake of Sybil whom she says has a lovely home. Meredith keeps shouting at Thad even though its not necessary. Everyone else knows sign language (Meredith doesn't). Little Elizabeth remarks that Meredith has nice shoes. Amy hardly acknowledges Meredith's Merry Christmas.Up to Everett's bedroom, where Meredith refuses to share a bed with him in his parents home. So Everett asks for her to have a different place to sleep, and she takes Amy's room, who isn't very happy and she and Sybil make that clear as Meredith moves her stuff in. Meredith is aware of their displeasure, but isn't getting a lot of help to rectify the situation. Then her sister, Julie, calls, and Meredith tells her that they all hate her and that yes, she is being herself. Ben shows up, where his mother informs him that there will be no pot in the house this year.They go to get pizza and Meredith tells the endless and boring story of how they met before the fam settles in. Later on they play charades. Amy accuses Meredith of pointing at Patrick who is African American, to indicate the fourth word in her clue, 'The Bride Wore Black'..... basically calls her a racist.Bedtime. No one is happy. Mom and Dad discuss that Everett will be asking for the ring at some point and she doesn't want to give it to him for Meredith.The next day. Meredith comes to the kitchen where Sybil is. Apologies and awkward tension. Then Amy comes in demanding coffee. More awkward tension. Sybil tells Amy that a local man is still in town and still likes her and shares with Meredith that Brad Stevenson popped Amy's cherry which Amy doesn't like. Sybil leaves the room. Meredith attempts to make small talk with Amy to no avail. Finally Meredith loses it and asks her what it was that she ever did to her, to which Amy says nothing but smiles smugly. Then Meredith announces to her that she doesn't care if she likes her or not. Amy says, \"\"oh","sure you do.\"\"While the gift exchange takes place in the kitchen",Everett asks his mom for her mother's wedding ring that she promised him awhile back when he was dating someone she liked better than Meredith. Long story short,"she doesn't want that woman wearing her mothers ring so she says \"\"no\"\". This is the beginning of Everett being very angry.Meredith decides to check into the local inn after the Amy incident"
Shaun of the Dead,2004,99,Comedy,7.9,Edgar Wright,Simon Pegg,Simon Pegg,Dylan Moran,Nick Frost,Peter Serafinowicz,"\"The film begins in The Winchester, a traditional London pub. Shaun (Simon Pegg), his girlfriend Liz (Kate Ashfield) and her two friends David (Dylan Moran) and Dianne (Lucy Davis) are socializing while the overweight and foul-mouthed slacker Ed (Nick Frost) plays away on the slot machine. Liz is trying to encourage Shaun to strengthen their relationship and be more adventurous, rather than just reminiscing in the pub and hanging out with Ed. Liz reminds Shaun how she hasn't even met his mother yet, though they've been together for more than two years. The scene ends with Shaun staring vacantly towards the camera, clearly displaying anxiety.The movie's intro credits roll, continually panning right through scenes of regular people performing everyday tasks. We see ordinary people moving supermarket trolleys, working behind tills (cash registers), waiting at the bus stop, or mindlessly listening to street music, all staring and acting zombie-like (a reference to the satirical elements of 'Dawn of the Dead').Inside his house, Shaun wakes up and joins Ed in the living room where he joins in a video game on the PlayStation. Ed reminds Shaun that he has to go to work and Shaun begrudgingly goes to get ready. While Shaun is getting ready, his second flat-mate and college buddy Pete confronts him about Ed's behavior. Pete is fed up with Ed lounging around all day, freeloading off them and not bothering to find a job. Shaun defends Ed by saying he's harmless and fun to have around, to which Pete replies \"\"Why? Because he can impersonate an orangutan? Fuck-a-doodle-do!\"\". Both Pete and Shaun leave for work",with Shaun asking Ed to take down any phone messages (everyone's,not just his own) that come during the day. Just as Shaun leaves,Liz calls to leave an answerphone message for Shaun
Adam & Steve,2005,99,Comedy,5.8,Craig Chester,Craig Chester,Craig Chester,Chris Kattan,Noah Segan,Malcolm Gets,"In 1987, Adam (Craig Chester), a shy, cynical Jewish kid, encounters Steve (Malcolm Gets), an attractive Dazzle Dancer performing at Danceteria one night. The two flirt and go back to Adam's apartment to have sex, with Steve offering Adam the latter's first hit of cocaine. Unbeknownst to Steve, the cocaine is cut with baby laxative, resulting in Steve losing control of his bowels and explosively defecating all over Adam's apartment. Humiliated, Steve flees.","","",""
Gundaraj,1995,140,Action,4.2,Guddu Dhanoa,Anees Bazmee,Deven Verma,Govardhan Asrani,Mohnish Behl,Amrish Puri,"Ajay Chauhan lives with his parents and younger sister. He is in love with Pooja, and hopes to marry her someday. His father wants him to get a job and settle down, and then get married. Ajay applies for a job in Bombay, and soon receives a letter asking him to appear for an interview. He attends the interview, and is hired. Delighted to see all his dreams coming true, he goes to offer his thanks to God, and it is there a woman named Pratika Jetley sees him and notifies the police that he is indeed the one who had brutally raped three young women in a college campus. Ajay vehemently denies this, but is personally identified and criminally held responsible, convicted and sentenced to prison. Several years later he is released from prison, and finds out that his father and Pooja had committed suicide while his mother and sister are untraceable. He sets out to put his life together and meets with a ruthless police inspector, whose daughter was one of the rape victims. It is then Ajay finds out about the conspiracy behind this plot to frame him.",revenge,train,wikipedia
Kill Bill: Vol. 2,2004,137,Action,8.0,Quentin Tarantino,Quentin Tarantino,Michael Parks,Michael Parks,Michael Madsen,Jonathan Loughran,"\"During the opening credits, we see the Bride's bloodied face again and hear her say \"\"Bill","it's your baby.\"\" In the first scene",she drives an open Volkswagen Karmann Ghia and says there is only one left to kill (which tells us she believes that Elle is dead). She is on her way to Bill.Chapter 6: The Massacre at Two PinesBack at the beginning (a black-and-white segment),at the Two Pines Wedding Chapel in El Paso
Goal! The Dream Begins,2005,118,Drama,6.7,Danny Cannon,Mike Jefferies,Jorge Cervera,Leonardo Guerra,Tony Plana,Alessandro Nivola,"\"The film starts with a clip showing Santiago Munez playing football as a child in Mexico. The same night, his family illegally enter into the United States to find a better living. Santi grows up in the USA and works with his father as a gardener. At night he works as a busboy in a Chinese restaurant. He also plays football for a small local team called AJFC. He goes to play a match one day after his work with his father, where he is forced to use a pair of cardboard pieces as shin guards as he cannot afford any. He saves his money and hides it in his shoes every night to purchase a football kit.The next day, while playing football, he is noticed by Glen Foy, an ex-Newcastle player, scout and car mechanic. Glen tells Santi that on the next match day, he will call an agent who was in US to set up a meeting with the Newcastle manager. The agent, Barry Rankin, does not turn up and lies that he is in a meeting. Later, Glen himself calls the Newcastle boss and convinces him to give Santiago a trial. Glen then tells Santiago that, if he can get to England, he will be allowed a tryout with Newcastle United. Santiago would like nothing more in the world than to join the club. However, he does not have sufficient funds, so he decides to save up some more money and use it along with his hidden stash. He returns home one afternoon, however, to find that his father has stolen his money hidden in the shoes, and used it to purchase a new Chevy truck, so they can have their own gardening business and not work for another business. When Santiago confronts his father, he explains that \"\"this is how things get better! This is how you measure a man's life","\"\" to him. Santiago suddenly shouts at him \"\"It's Your life!\"\" and sulks in his room. His grandmother (who is an even bigger football fan than him) sells off part of her jewellery and buys a ticket for Santi to travel from Los Angeles to Mexico City by train and catch the plane to London from there (since he is an illegal immigrant he couldn't travel from Los Angeles to London)On arrival in England",Glen warmly welcomes Santi to his house and arranges for a trial. Santi completely messes up his first trial and is rejected by the manager. Glen then manages to convince the manager that Santi was nervous and jetlagged. Glen requested for a month's trial,which is accepted. At the same time
The Perfect Man,2005,100,Comedy,5.4,Mark Rosman,Michael McQuown,Ben Feldman,Carson Kressley,Mike O'Malley,Chris Noth,"Single mother Jean (Heather Locklear) relocates every time she gets her heart broken by another guy, much to the dismay of her teenage daughter, Holly (Hilary Duff). Holly devises a plan to invent a secret admirer for her mother, so she'll be happy and not have to relocate anymore. Holly overhears her friend Amy's (Vanessa Lengies) uncle Ben (Chris Noth) ordering flowers for a woman, and decides to use his advice on women (which she acquires by telling him she needs help for a school project on romance). Following Ben's advice, she sends her mother orchids and other gifts and love notes, and is soon communicating with her mother as this fictitious admirer (who Holly names Ben) via the internet. As her mother becomes more interested, Holly has to find a photo of this admirer. She sends one of the real Ben, and then devises a reason why they can't meet in person, claiming he is working in China. While she is developing the online romance between her mother and fake Ben, and preventing her mother and the real Ben from meeting in person, she finds herself drawn to a cute, artistic boy in her class, Adam (Ben Feldman), but is unwilling to get close to anyone due to her history of being uprooted and having to say goodbye so often.","","",""
Creep,2004,85,Horror,5.6,Christopher Smith,Christopher Smith,Jeremy Sheffield,Sean Harris,Ken Campbell,Ian Duncan,"\"The film opens with two sewer workers in London, Arthur (Ken Campbell) and George (Vas Blackwood), who discover a tunnel in one of the walls that neither of them is familiar with. Arthur enters and when he does not emerge or respond to George afterwards, George follows. He soon discovers Arthur, injured and in a state of shock. Moments later, a similarly injured young woman jumps out in front of them, crying for help, only to be pulled back into the darkness.The focus then shifts to a young German woman, Kate (Franka Potente), at a party. After hearing of another party that George Clooney is supposedly attending, she decides to travel there. After unsuccessfully trying to get a taxi, she heads to Charing Cross tube station, but soon falls asleep on the platform while waiting for the train. When she awakens, she is alone and finds the entire station locked up for the night. Another empty train arrives and she boards it, but it stops abruptly. Confused, Kate makes her way to the conductor's compartment but is unsuccessful in finding a reason for it as unbeknownst to her, the driver has been killed. Kate soon encounters Guy (Jeremy Sheffield), an obsessive acquaintance from the previous party. Guy, intoxicated by cocaine, crudely attempts to seduce her, but Kate is not interested and tries to leave the train. Guy then sexually assaults her, but is dragged off of her and out of the train by an unseen attacker.Kate flees from the train and runs into a homeless couple, Jimmy (Paul Rattray) and Mandy (Kelly Scott), and their dog, a Jack Russell terrier called Ray (Strapper). Kate explains what has happened and Jimmy reluctantly agrees to help her after she pays him. Meanwhile, Mandy is also attacked while alone. Kate and Jimmy find Guy lying on the railway track with his back mutilated. After they pull him onto the platform, Ray appears with blood smeared on his fur. Jimmy, immediately thinking of Mandy, goes with Ray back to their shelter where she is nowhere to be found. Kate attempts to contact a watchman via speakers to get help. Suspicious of her, the watchman demands Guy to be dragged in front of the security cameras to prove that she is not lying. When she does so, Guy dies and the watchman is also killed in his office by having his throat slit by the stalker. Kate runs back to a despondent Jimmy who has shot himself full of drugs. She eventually persuades him to help her find Mandy and a way out of the station. After exploring a tunnel together, another train pulls up in front of them. Jimmy enters and is killed by the stalker, who was lurking on the roof. Kate flees into the sewer system below the station, but is soon captured by the killer; a hideously deformed, mentally ill hermit named \"\"Craig\"\" AKA The Creep (Sean Harris).Kate finds herself in a water-filled cage deeper underground",presumably being stored as food for Craig. She also meets George,who is still alive and also trapped. However,before Craig can harm either of them
Noel,2004,96,Drama,6.1,Chazz Palminteri,David Hubbard,Sonny Marinelli,John Doman,Chazz Palminteri,Paul Walker,"\"Rose Collins (Susan Sarandon) runs into an old high school friend while Christmas shopping in New York City. They exchange small talk and Rose says she is married and has a large family. Smiling uncomfortably, she quickly says goodbye and is next seen entering a hospital. Rose walks down the hall and enters a decorated room where her mother Helen (Una Kay), a patient suffering from the advanced stages of Alzheimer's, sits vacantly in her bed. Rose gives Helen some presents and looks across to another room with a comatose patient. Noticing the room is barren and lonely looking, she walks in and hangs an angel figurine on the window. To her surprise, she turns around to see a visitor who introduces himself as Charlie Boyd (Robin Williams) sitting by the doorway. After exchanging some polite but awkward words, she excuses herself from the room.A New York cop, Mike Riley (Paul Walker), sees a beautiful woman, Nina (Penolope Cruz), walking down the sidewalk. He pulls his car up beside her and asks if she needs a lift. After a little verbal banter, the audience realizes that they are not strangers, but in fact joking fiances about to get married.Rose enters her workplace where we learn, through her assistant's remarks, that she is divorced, her father is dead, her sister cannot spend Christmas with her, she sees a shrink, and has been spending the past 10 years looking after her mother. Half serious, her assistant tells her that she \"\"needs to get laid.\"\" We learn that Rose has a young coworker",Marco (Daniel Sunjata),who is interested in her. Rose thinks this suggestion is absurd due to their age differences,but later agrees to go on a date with him.Mike drops Nina off at work. As he is driving away he sees her embrace another man. Mike automatically assumes the worst.Jules Calvert (Marcus Thomas)
Miss Congeniality 2: Armed & Fabulous,2005,115,Action,5.1,John Pasquin,Marc Lawrence,Enrique Murciano,Diedrich Bader,William Shatner,Abraham Benrubi,"Several weeks after the events of the first film, FBI agent Gracie Hart (Sandra Bullock) has become a celebrity after she infiltrated the beauty pageant on her last assignment. Her fame resulted in her cover being blown while she is trying to prevent a bank heist.","","",""
Click,2006,107,Comedy,6.4,Frank Coraci,Steve Koren,Jonah Hill,Sean Astin,Joseph Castanon,Jake Hoffman,"Avi is an ace photographer who is in a live-in relationship with Sonia, a model. One night while returning from a party, the couple accidentally knocks down a young girl with their speeding car. As Sonia was driving the car, to avoid further complications, Avi insists on them fleeing from the accident scene. But trouble starts for the couple soon after. While strange white marks begin to appear in Avi's photos, Sonia starts having spooky experiences. Avi also develops a severe neck pain and even though he does not appear to be overweight, a scale reveals that he weighs 120 kilograms. Avi, too, starts having experiences similar to Sonia's. The couple is petrified when all of Avi's best friends commit suicide in a similar manner. It then comes to light that the spirit haunting them all has a connection to Avi's college life. Meanwhile, Sonia finds out that Avi was friends with a girl named Aarti during his college days. As Avi and Sonia are still being haunted by Aarti they go and visit her, but realize that Aarti is dead, having apparently committed suicide by using a knife. Aarti's mother believes that she is still alive, thinking that she is merely ill and will recover. On the way home Aarti continues to haunt Avi and Sonia, and again during the night at the hotel she also haunts him as Avi is sleeping, ending up with him being thrown off the fire escape.","","",""
Valley of Flowers,2006,155,Drama,6.9,Pan Nalin,Pan Nalin,Skalsang,Urgyen Tsering,Milind Soman,Anil Yadav,"A gang of bandits with their leader Jalan (Milind Soman) who have chosen to live an independent life free from oppression amid the wilderness live by plundering the travelers of the Silk Route of their merchandise. They have their own rules and sense of self-righteousness. While divesting victims of their valuables one day, they come across a demonic mask which intrigues Jalan. There amid the chaos, the bandits are suddenly caught unaware by the approach of a woman who calls herself Ushna (Mylene Jampanoi) who claims to know Jalan, having seen him in her dreams and asks him to let her come along. Jalan, in spite of his companions' warnings includes the woman in their band as he is already mesmerized by her unearthly beauty and mysterious and uncanny aura.","","",""
Wedding Crashers,2005,119,Comedy,7.0,David Dobkin,Steve Faber,Ron Canada,Keir O'Donnell,Owen Wilson,Vince Vaughn,"\"John Beckwith (Owen Wilson) and Jeremy Grey (Vince Vaughn) are divorce mediators in Washington D.C. who \"\"crash\"\" wedding parties to meet and bed women. At the end of a season of successful crashes",Jeremy takes John to a wedding for the daughter of the U.S. Secretary of the Treasury,William Cleary (Christopher Walken). Once inside,the pair set their sights on Cleary's other daughters
Meet the Robinsons,2007,95,Comedy,6.8,Stephen J. Anderson,Jon Bernstein,John H. H. Ford,Wesley Singerman,Daniel Hansen,Tom Kenny,"Lewis is an aspiring 12-year-old inventor at an orphanage whose inventions have been scaring off potential parents. He decides that his mother, who abandoned him at the orphanage as an infant, is the only one who ever truly loved him and works on a machine to scan his memory to locate her. Taking his memory scanner to his school's science fair, Lewis meets 13-year-old Wilbur Robinson, a mysterious boy claiming to be a time cop from the future. Wilbur needs to recover a time machine that a man wearing a bowler hat has stolen. Lewis tries to demonstrate the scanner, but it falls apart, throwing the science fair into chaos. Upset, Lewis leaves while the Bowler Hat Guy, with the help of a robotic bowler hat named Doris, repairs and steals the scanner.","","",""
The Diving Bell and the Butterfly,2007,112,Drama,8.0,Julian Schnabel,Ronald Harwood,Patrick Chesnais,Niels Arestrup,Mathieu Amalric,Jean-Pierre Cassel,"\"On December 8, 1995, Jean-Dominique Bauby - age forty-three and editor-in-chief of the world-famous fashion magazine Elle - was living the \"\"good life\"\" to the extreme when he became the victim of a devastating cerebro-vascular accident that left him in a state of total paralysis",incapable of any verbal communication,"in what is known in the medical community as \"\"locked-in syndrome.\"\" His mental faculties totally intact as he lay motionless in his bed at the Marine Hospital of Berck-sur-Mer in northern France",Bauby learned to communicate with the outside world using his left eyelid
Hellboy II: The Golden Army,2008,120,Action,7.0,Guillermo del Toro,Guillermo del Toro,Luke Goss,Doug Jones,Doug Jones,Doug Jones,"\"On Christmas Eve in 1955, the adolescent Hellboy (Montse Ribé) is preparing for bed and requests a bedtime story from his father, Professor Bruttenholm (John Hurt). The professor tells Hellboy a legend about war between the humans and the people of the mystical realm. King Balor, leader of the magic elfin race, commissioned the creation of a \"\"Golden Army","\"\" 70 times 70 magical mechanical soldiers. Balor received a crown that would allow him (or anyone with royal blood) to command the Army. The Golden Army attacked the humans with no mercy",and eventually Balor became consumed by regret. A truce was called between the warring factors; humans were given control of the cities while Balor's elves would keep to the forests. As a peace offering,Balor shattered his crown and gave one piece to the humans (still keeping two for himself). One of the few who did not agree with the truce was Balor's son
Mongol: The Rise of Genghis Khan,2007,126,Action,7.2,Sergei Bodrov,Arif Aliev,Honglei Sun,Baasanjav Mijid,He Qi,Ayuur,"\"The story starts in 1192 (\"\"Year of the Black Rat\"\") with Temüjin (Tadanobu Asano) as a prisoner in the Tangut kingdom. He conveys his memories about his earlier life through a series of flashbacks.","","",""
The Spiderwick Chronicles,2008,96,Action,6.5,Mark Waters,Karey Kirkpatrick,Martin Short,Seth Rogen,Freddie Highmore,Freddie Highmore,"The film opens with Arthur Spiderwick (David Strathairn) walking hurriedly into his study. The room is shelved with bugs and odd creatures in jars. He begins to frantically put together a book, and when he binds it and stamps his mark onto the cover, a strange beastly sound is heard outside, creatures of all sorts groaning.80 years later:","","",""
Wolfhound,2006,142,Action,5.7,Nikolay Lebedev,Nikolay Lebedev,Aleksandr Domogarov,Rezo Esadze,Juozas Budraitis,Igor Petrenko,"The setting of the film is a high fantasy Dark Ages Europe, in which desperate and bloodthirsty warlords fight brutal battles in their eternal quest for overlordship. Yet their swords, shields, lances, spears and arrows are all brittle, prone to wear and tear, and dull, protracting their campaigns against each other without end. Word spreads of a man in one of the Northern tribes: an adept blacksmith capable of crafting far hardier, stronger, sharper, and more durable weapons than any other known to exist, with aid of a mystical element. The warlords search for the enigmatic master of weapons to no avail.","","",""
